Rupasibari,RPB,Assam,NFR/Northeast Frontier,26 m,[180],,
Rupbas,RBS,,,,,,
Rupnagar,RPAR,Punjab,,,,,
Rupnarayanpur,RNPR,,,,,,
Rupra Road,RPRD,Odisha,,,,,
Rupsa Junction,ROP,Odisha,,,,,
Rura,RRH,Uttar Pradesh,NCR/North Central Railway,,,,
Rusera Ghat,ROA,Bihar,,,,,
Ruthiyai Junction,RTA,Madhya Pradesh,WR,,,,
,,,,,,,
S[edit],,,,,,,
,,,,,,,
Station Name,Station Code,State,Railway Zone,Elevation,Map,,
S Narayan CHPLA,SNC,,,,,,
Sabalgarh,SBL,Madhya Pradesh,,,,,
Sabarmati Junction,SBI,,,,,,
Sabarmati Junction,SBT,,,,,,
Sabaur,SBO,,,,,,
Sachin,SCH,Gujarat,WR/Western Railway,,,,
Sadar Bazaar,DSB,Delhi,Northern Railway,503 m,,,
Sadat,SDT,,,,,,
Sadhoo Garh,SDY,,,,,,
Sadisopur,SDE,,,,,,
Sadulpur Junction,SDLP,Rajasthan,,,,,
Sadulshahr,SDS,Rajasthan,,,,,
Safdarganj,DSJ,National Capital Territory,,,,,
Safedabad,SFH,,,,,,
Sagardighi,SDI,West Bengal,,,,,
Sagar Jambagaru,SRF,,,,,,
Sagarpali,SVI,,,,,,
Sagauli Junction,SGL,Bihar,,,,,
Sagoni,SAO,,,,,,
Saharanpur Junction,SRE,Uttar Pradesh,,,,,
Saharsa Junction,SHC,Bihar,,,,,
Sahatwar,STW,,,,,,
Sahawar Town,SWRT,,,,,,
Sahibabad,SBB,,,,,,
Sahibganj Junction,SBG,Jharkhand,,,,,
Sahibpur KML Junction,SKJ,,,,,,
Sahjanwa,SWA,,,,,,
Sri Sathya Sai Prasanthi Nilayam,SSPN,Andhra Pradesh,,,,,
Saidkhanpur,SYK,,,,,,
Saidraja,SYJ,,,,,,
Sainthia railway station,SNT,West Bengal,Eastern Railway,58 m,,,
Saiyid Sarawan,SYWN,,,,,,
Sajanvar Road,SJF,,,,,,
Sajiyavadar,SVJ,,,,,,
Sakaldiha,SLD,,,,,,
Sakharayapatna (Sakrepatna),SKPN,Karnataka,South Western Railway,,,,
Sakhi Gopal,SIL,Odisha,,,,,
Sakhoti Tanda,SKF,,,,,,
Sakhpur,SKR,,,,,,
Sakleshpur,SKLR,Karnataka,,,,,
Sakri Junction,SKI,,,,,,
Saktesgarh,SKGH,,,,,,
Sakti,SKT,Chhattisgarh,,,,,
Salakati,SLKX,Assam,NFR/Northeast Frontier,49 m,[181],,
Salamatpur,SMT,,,,,,
Salar,SALE,,,,,,
Salarpur,SLRP,,,,,,
Salawas,SZ,Rajasthan,,,,,
Salchapra,SCA,Assam,NFR/Northeast Frontier,21 m,[182],,
Salekasa,SKS,Maharashtra,,,,,
Salem Junction,SA,,SR/ Southern Railway,283 m,,,
Salem Market,SAMT,Tamil Nadu,,,,,
Salem Town,SXT,,,,,,
Salemgarhmasani,SJSM,,,,,,
Salempur Junction,SRU,Uttar Pradesh,,,,,
Salogra,SLR,,,,,,
Salona,SLON,Assam,NFR/Northeast Frontier,83 m,[183],,
Salpura,SYL,,,,,,
Salur,SALR,Andhra Pradesh,,,,,
Salwa,SAL,,,,,,
Samaguri,SMGR,Assam,NFR/Northeast Frontier,70 m,[184],,
Samakhiali,SIO,,,,,,
Samakhiali B G,SIOB,Gujarat,,,,,
Samalkha,SMK,Haryana,,,,,
Samalpatti,SLY,Tamil Nadu,,,,,
Samalkot Junction,SLO,Andhra Pradesh,,,,,
Samastipur Junction,SPJ,Bihar,ECR/East Central Railway,43 m,,,
Samba,SMBX,Jammu And Kashmir,,,,,
Sambalpur,SBP,Odisha,,,,,
Sambalpur Road,SBPD,,,,,,
Sambhar Lake,SBR,Rajasthan,,,,,
Samdhari Junction,SMR,Rajasthan,,,,,
Samlaya Junction,SMLA,,,,,,
Sampla,SPZ,Haryana,,,,,
Samrau,SRK,,,,,,
Samsi,SM,,,,,,
Sanehwal,SNL,Punjab,,,,,
Sanand,SAU,Gujarat,,,,,
Sanaura,SWU,,,,,,
Sanawad,SWD,,,,,,
Sanchi,SCI,Madhya Pradesh,,,,,
Sandal Kalan,SLKN,Haryana,,,,,
Sandila,SAN,,,,,,
Sanathnagar,SNF,,,,,,
Sandhurst Road,SNRD,Maharashtra,CR/Central/Harbour,,,,
Saneh Road,SNX,,,,,,
Sanganapur,SNGR,,,,,,
Sanganer,SNGN,,,,,,
Sangar,SGRR,,,,,,
Sangaria,SGRA,,,,,,
Sangat,SGF,,,,,,
Sangli,SLI,Maharashtra,,,,,
Sangmeshwar Road,SGR,Maharashtra,KR / Konkan Railway,37 m,[185],,
Sangola,SGLA,,,,,,
Sangrampur,SNU,,,,,,
Sangrana Sahib,SBS,,,,,,
Sangrur,SAG,Punjab,,,,,
Sanichara,SAC,,,,,,
Sanjan,SJN,,,,,,
Sankarankovil,SNKL,Tamil Nadu,,,,,
SankariDurg,SGE,Tamil Nadu,,,,,
Sankval,SKVL,,,,,,
Sanosara Nandra,SNSR,,,,,,
Sanosra,SOA,,,,,,
Sanpada,,Maharashtra,Harbour/Trans-Harbour (CR),,,,
Sant Road,SAT,,,,,,
Santacruz,STC,Maharashtra,WR/Western/Harbour (CR),,,,
Santaldih,SNTD,,,,,,
Santalpur,SNLR,,,,,,
Sanvordam Curchorem,DCR,Goa,,,,,
Sanvatsar,SNVR,,,,,,
Sanvrad,SVO,,,,,,
Sapatgram,SPX,Assam,NFR/Northeast Frontier,45 m,[186],,
Saphale,SAH,Maharashtra,WR/Western,,,,
Saradhna,SDH,,,,,,
Sarai Chandi,SYC,,,,,,
Sarai Harkhu,SVZ,,,,,,
Sarai Kansrai,SQN,,,,,,
Sarai Mir,SMZ,,,,,,
Sarai Rani,RKS,,,,,,
Sarangpur,SFW,,,,,,
Sardarnagar,SANR,,,,,,
Sardarshahr,SRDR,,,,,,
Sareigram,SGAM,,,,,,
Sareri,SSR,,,,,,
Sarkoni,SIQ,,,,,,
Sarnath,SRNT,,,,,,
Sarojini Nagar,SOJ,,,,,,
Sarola,SRL,,,,,,
Sarotra Road,SZA,,,,,,
Sarsawa,SSW,,,,,,
Sarupathar,SZR,,,,,,
Sarwari,SVD,,,,,,
Sasan Gir,SASG,,,,,,
Sasaram,SSM,Bihar,,,,,
Sasni,SNS,,,,,,
Satadhar,STDR,,,,,,
Satara,STR,Maharashtra,,,,,
Sathajagat,STJT,,,,,,
Sathiaon,SAA,,,,,,
Sathin Road,SWF,,,,,,
Satna,STA,Madhya Pradesh,,,,,
Satnali,STNL,,,,,,
Satuna,SCO,,,,,,
Satur,SRT,Tamil Nadu,,,,,
Saugor,SGO,,,,,,
Savarda,SVX,,,,,,
Savarkundla,SVKD,,,,,,
Savda,SAV,,,,,,
Sawai Madhopur,SWM,Rajasthan,,,,,
Sawai Madhopur Junction,SWMM,,,,,,
Sawantwadi Road,SWV,Maharashtra,,,,,
Sealdah,SDAH,West Bengal,,,,,
Seawoods-Darave,,Maharashtra,Harbour (CR),,,,
Secunderabad Junction,SC,Telangana,,,,,
Sehore,SEH,Madhya Pradesh,,,,,
Sehramau,SW,,,,,,
Selu,SELU,Maharashtra,,,,,
Semarkheri,SRKI,,,,,,
Senapura,SEN,,,,,,
Senchoa Junction,SCE,Assam,NFR/Northeast Frontier,63 m,[187],,
Sendra,SEU,,,,,,
Sengottai,SCT,Tamil Nadu,,,,,
Seohara,SEO,,,,,,
Seoraphuli,SHE,,,,,,
Seram,SEM,Karnataka,,,,,
Serampore,SRP,,,,,,
Settihally,SET,,,,,,
Sevagram,SEGM,Maharashtra,,,,,
Sevaliya,SVL,,,,,,
Sewapuri,SWPR,,,,,,
Sewri,,Maharashtra,Harbour (CR),,,,
Shadhoragaon,SHDR,,,,,,
Shahabad,SDB,Karnataka,,,,,
Shahad,SHAD,Maharashtra,CR/Central,,,,
Saharsa Junction,SHS,Bihar,,,,,
Shahbad Markanda,SHDM,Haryana,,,,,
Shahbad Mohammadpur,,,,,,,
Shahdol,SDL,Madhya Pradesh,,,,,
Shahganj Junction,SHG,Uttar Pradesh,,,,,
Shahjehanpur,SPN,Uttar Pradesh,,,,,
Shahpur Patoree,SPP,Bihar,,,,,
Shahzad Nagar,SAR,,,,,,
Shajahanpur court,SXK,Uttar Pradesh,,,,,
Shajapur,SFY,Madhya Pradesh,,,,,
Shakti Nagar,SKTN,Uttar Pradesh,,,,,
Shakurbasti,SSB,Delhi,,,,,
Shambhupura,SMP,,,,,,
Shamgarh,SGZ,Madhya Pradesh,,,,,
Shamlaji Road,SJS,,,,,,
Shankargarh,SRJ,,,,,,
Shankarpalli,SKP,Telangana,,,,,
Shantipur,STB,,,,,,
Shapur Sorath Junction,SHH,,,,,,
Sharma,SHRM,,,,,,
SHDSPRA_PADMPRA,SAS,,,,,,
Shedbal,SED,,,,,,
Shegaon,SEG,Maharashtra,,,,,
Sheikpura,SHK,,,,,,
Shelu,,Maharashtra,CR/Central,,,,
Shendri,SEI,,,,,,
Shenoli,SNE,,,,,,
Sheo Singh Pura,SHNX,,,,,,
Sheopur Kalan,SOE,Madhya Pradesh,,,,,
Sherekan,SRKN,,,,,,
Shertalai,SRTL,,,,,,
Shikohabad Junction,SKB,Uttar Pradesh,,,,,
Shimoga,SME,Karnataka,,,,,
Shimoga Town,SMET,,,,,,
Shirdi (Sainagar Shirdi),SNSI,Maharashtra,,,,,
Shiribagilu,,,,,,,
Shiroor,SHMI,,,,,,
Shirravde,SIW,,,,,,
Shirsoli,SS,,,,,,
Shiupur,SOP,,,,,,
Shivamogga,,Karnataka,,,,,
Shivarampur,WSC,,,,,,
Shivnagar,SHNG,,,,,,
Shivni Shivapur,SVW,Maharashtra,,,,,
Shivpuri,SVPI,Madhya Pradesh,,,,,
Shivrampur,SWC,,,,,,
Shivaji Bridge,CSB,Delhi,,,,,
Shoghi,SGS,,,,,,
Shohratgarh,SOT,,,,,,
Sholapur CB,SURC,Maharashtra,,,,,
Sholavandan,SDN,Tamil Nadu,,,,,
Shoranur Junction,SRR,Kerala,,,,,
Shri Amirgadh,SIM,Gujarat,,,,,
Shri Ganganagar,SGNR,Rajasthan,,,,,
Shri Karanpur,SRW,,,,,,
Shri Madhopur,SMPR,,,,,,
Shri Mahabirji,SMBJ,Rajasthan,,,,,
Shri Mata Vaishno Devi Katra,SVDK,Jammu and Kashmir,,,,,
Shridham,SRID,Madhya Pradesh,,,,,
Shrigonda Road,SGND,Maharashtra,,,,,
Shrikalyanpura,SKPA,,,,,,
ShriKshetra Nagzari,NGZ,Maharashtra,,,,,
Shrirajnagar,SAGR,,,,,,
Shrirangapatna,S,Karnataka,,,,,
Shrivagilu,SVGL,,,,,,
Shujaatpur,SJT,,,,,,
Shujalpur,SJP,,,,,,
Shyamnagar,SNR,West Bengal,,,,,
Siajuli,SWJ,,,,,,
Sibsagar Town (Sivasagar),SRTN,Assam,,,,,
Siddhpur,SID,Gujarat,,,,,
Sidhauli,SD,,,,,,
Sidmukh,SDMK,,,,,,
Sihapar,SIPR,,,,,,
Siho,SIHO,,,,,,
Sihor Gujarat,SOJN,Gujarat,,,,,
Sihora Road,SHR,,,,,,
Sikandarpur,SKQ,,,,,,
Sikandra Rao,SKA,,,,,,
Sikar Junction,SIKR,Rajasthan,,,,,
Sikir,SFK,,,,,,
Silanibari,SOB,,,,,,
Silao,SILO,,,,,,
Silapathar,SPTR,,,,,,
Silaut,SLT,,,,,,
Silchar,SCL,Assam,NFR/Northeast Frontier,26 m,[188],,
Silghat Town,SHTT,Assam,NFR/Northeast Frontier,76 m,[189],,
Siliguri Junction,SGUJ,West Bengal,,,,,
Siliguru Town,SGUT,,,,,,
Silli,SLF,Jharkhand,,,,,
Simaluguri Junction,SLGR,Assam,,,,,
Simaria,SAE,,,,,,
Simbhooli,SMBL,,,,,,
Simen Chapari,SMCP,,,,,,
Simhachalam,SCM,Andhra Pradesh,,,,,
Simla,SML,Himachal Pradesh,,,,,
Simlagarh,SLG,,,,,,
Simultala,STL,,,,,,
Simurali,SMX,,,,,,
Sindhudurg,SNDD,Maharashtra,,,,,
Sindi,SNI,Maharashtra,,,,,
Sindkheda,SNK,Maharashtra,,,,,
Sindpan,SDPN,,,,,,
Sindri Town,SNDT,,,,,,
Sindurwa,SYW,,,,,,
Singanallur(Coimbatore),SHIN,Tamil Nadu,,,,,
Singapur Road,SPRD,Andhra Pradesh,,,,,
Singarayakonda,SKM,Andhra Pradesh,,,,,
Singareni Colleries,SYI,Telangana,,,,,
Singarpur,SNPR,,,,,,
Singrauli,SGRL,Madhya Pradesh,,,,,
Singwal,SGW,,,,,,
Sini Junction,SINI,Jharkhand,,,,,
Sion,,Maharashtra,CR/Central,,,,
Siras,SRAS,,,,,,
Sirathu,SRO,,,,,,
Sirhind Junction,SIR,Punjab,,,,,
Sirkazhi,SY,Tamil Nadu,,,,,
Sirli,SIF,,,,,,
Sirohi Road,SOH,,,,,,
Sirpur Kagaznagar,SKZR,Telangana,,,,,
Sirpur Town,SRUR,Telangana,,,,,
Sirran,SIRN,,,,,,
Sirsa,SSA,Haryana,,,,,
Sisarka,SSKA,,,,,,
Sisvinhalli,SVHE,,,,,,
Siswa Bazar,SBZ,,,,,,
Sitamarhi,SMI,Bihar,,,,,
Sitapur,STP,Uttar Pradesh,,,,,
Sitapur Cantonment,SCC,,,,,,
Sitapur City,SPC,,,,,,
Sitarampur,STN,,,,,,
Sithalavai,SEV,,,,,,
Sithouli,STLI,,,,,,
Sitimani,SII,,,,,,
Sivaganga,SVGA,Tamil Nadu,,,,,
Sivajinagar,SVJR,,,,,,
Sivakasi,SVKS,Tamil Nadu,,,,,
Siwaith,SWE,,,,,,
Siwan Junction,SV,Bihar,,,,,
Siwani,SWNI,Haryana,,,,,
Sodepur,SDP,West Bengal,,,,,
Sohagpur,SGP,Madhya Pradesh,,,,,
Sohwal,SLW,,,,,,
Sojat Road,SOD,Rajasthan,,,,,
Sojitra,SJTR,,,,,,
Solan,SOL,Himachal Pradesh,,,,,
Solan Brewery,SBY,,,,,,
Solapur Junction,SUR,Maharashtra,,,,,
Solapur Junction,SURM,Maharashtra,,,,,
Somanur,SNO,Tamil Nadu,,,,,
Somesar,SOS,,,,,,
Somna,SOM,,,,,,
Somnath,SMNH,Gujarat,,,,,
Sompeta,SPT,Andhra Pradesh,,,,,
Son Nagar,SEB,Bihar,,,,,
Sonagir,SOR,,,,,,
Sonarpur Junction,SPR,West Bengal,,,,,
Sondha Road,SCN,,,,,,
Sonegaon,SNN,,,,,,
Songadh,SGD,,,,,,
Soni,SONI,,,,,,
Sonik,SIC,,,,,,
Sonipat,SNP,Haryana,,,,,
Sonpur Junction,SEE,Bihar,,,,,
Sonwara,SWO,,,,,,
Sorbhog Junction,SBE,Assam,NFR/Northeast Frontier,52 m,[190],,
Sorupeta,SPQ,Assam,NFR/Northeast Frontier,47 m,[191],,
Soro,SORO,Odisha,,,,,
Soron,SRN,,,,,,
Sri Dungargarh,SDGH,Rajasthan,,,,,
Sri Kalahasti,KHT,Andhra Pradesh,,,,,
Srikakulam Road,CHE,Andhra Pradesh,,,,,
Srikrishna Nagar,SKN,,,,,,
Sriramnagar,SRNR,Andhra Pradesh,,,,,
"Srirampur, Assam",SRPB,Assam,NFR/Northeast Frontier,50 m,[192],,
Srirangam,SRGM,Tamil Nadu,,,,,
Srivilliputtur,SVPR,Tamil Nadu,,,,,
Subansiri,SUZ,,,,,,
Subedarganj,SFG,,,,,,
Subrahmanya Road,SBHR,Karnataka,,,,,
Subzi Mandi,SZM,Delhi,,,,,
Suchipind,SCPD,,,,,,
Sudsar,SDF,,,,,,
Sujangarh,SUJH,,,,,,
Sujanpur,SJNP,,,,,,
Sukhisewaniyan,SUW,,,,,,
Sukhpar Roha,SRHA,,,,,,
Sukhpur,SUKP,,,,,,
Sukritipur,SQF,Assam,NFR/Northeast Frontier,24 m,[193],,
Suladhal,SUL,,,,,,
Sulah Himachal Pradesh,SLHP,Himachal Pradesh,,,,,
Sulgare,SGRE,,,,,,
Sullurupeta,SPE,Andhra Pradesh,,,,,
Sultanganj,SGG,,,,,,
Sultanpur,SLN,,,,,,
Sultanpur Lodi,SQR,,,,,,
Sulur Road (Coimbatore),SUU,Tamil Nadu,,,,,
Sumer,SUMR,,,,,,
Summadevi,SUDV,,,,,,
Summer Hill,SHZ,,,,,,
Sumreri,SMRR,,,,,,
Sunam,SFM,Punjab,,,,,
SundaraperumalKoil,SPL,Tamil Nadu,,,,,
Sunderabad,SNBD,,,,,,
Sundlak,SDLK,,,,,,
Supaul,SOU,Bihar,,,,,
Suraimanpur,SIP,,,,,,
Surajgarh,SRGH,,,,,,
Surajpur,SUPR,Chhattisgarh,,,,,
Surajpur Road,SJQ,,,,,,
Surat,ST,Gujarat,WR/Western Railway,,,,
Suratgarh Junction,SOG,Rajasthan,,,,,
Surathkal,SL,Karnataka,Konkan Railway,,,,
Suravali,SRVX,,,,,,
Sureli,SURL,,,,,,
Surendranagar,SUNR,Gujarat,,,,,
Suriawan,SAW,,,,,,
Surla Road,SLRD,Odisha,,,,,
Surpura,SPO,,,,,,
Suwansa,SWS,,,,,,
Suwasra,SVA,,,,,,
Swamimalai,SWI,Tamil Nadu,,,,,
Swarupganj,SRPJ,,,,,,
,,,,,,,
T[edit],,,,,,,
,,,,,,,
Station Name,Station Code,State,Railway Zone,Elevation,Map,,
Tadali,TAE,Maharashtra,,,,,
Tadepalligudem,TDD,Andhra Pradesh,,,,,
Tadipatri,TU,Andhra Pradesh,,,,,
Tadwal,TVL,Maharashtra,,,,,
Tahsil Bhadra,TSD,Rajasthan,,,,,
Tahsil Fatehpur,TSF,Uttar apradesh,,,,,
Tajpur,TJP,Madhya Pradesh,,,,,
Tajpur Dehma,TJD,Uttar apradesh,,,,,
Tamluk,TMZ,West Bengal,,,,,
Tamuriya,TMA,Bihar,,,,,
Takal,TAKL,Maharashtra,,,,,
Takari,TKR,Maharashtra,,,,,
Takarkhede,TKHE,Maharashtra,,,,,
Takia,TQA,Uttar Pradesh,,,,,
Taksal,TSL,Himachal Pradesh,,,,,
Taku,TAKU,Madhya Pradesh,,,,,
Talaiyuthu,TAY,Tamil Nadu,,,,,
Talara,TLRA,Himachal Pradesh,,,,,
Talakhajuri,TLKH,Uttar Pradesh,,,,,
Talala Junction,TAV,Gujarat,,,,,
Talavli,TLZ,Madhya Pradesh,,,,,
Talbahat,TBT,Uttar Pradesh,,,,,
Talcher,TLHR,Odisha,,,,,
Talchhapar,TLC,Rajasthan,,,,,
Talegaon Dabhade,TGN,Maharashtra,,,,,
Talguppa,TLGP,Karnataka,,,,,
Talheri Buzurg,THJ,Uttar Pradesh,,,,,
Talli Saidasahu,TSS,Punjab,,,,,
Talod,TOD,Gujarat,,,,,
Taloja,,Maharashtra,CR/Central,,,,
Talwandi,TWB,Punjab,,,,,
Tambaram,TBM,Tamil Nadu,,,,,
Tamkuhi Road,TOI,Uttar Pradesh,,,,,
Tanakpur,TPU,Uttarakhand,,,,,
Tanda Urmar,TDO,Punjab,,,,,
Tandur,TDU,Telangana,,,,,
Tangla,TNL,Assam,,,,,
Tangra,TRA,West Bengal,,,,,
Tankuppa,TKN,,,,,,
Tanuku,TNKU,Andhra Pradesh,,,,,
Tanur,TA,Kerala,,,,,
Tapa,TAPA,Punjab,,,,,
Tapri,TPZ,Uttar Pradesh,,,,,
Tarabari,TRBE,Assam,NFR/Northeast Frontier,69 m,[194],,
Taradevi,TVI,,,,,,
Tarak Nagar,TNX,,,,,,
Tarana Road,TAN,,,,,,
Taranga Hill,TRAH,,,,,,
Taraori,TRR,Haryana,,,,,
Taregna,TEA,,,,,,
Targaon,TAZ,,,,,,
Tarighat,TRG,,,,,,
Tarlupadu,TRL,,,,,,
Tarn Taran,TTO,Punjab,,,,,
Tarsai,TRSR,,,,,,
Tarsari Muria,TRSR,,,,,,
Tatanagar Junction,TATA,Jharkhand,,,,,
Tatibahar,TBH,,,,,,
Tatisilwai,TIS,Jharkhand,,,,,
Teghra,TGA,,,,,,
Teharka,TKA,,,,,,
Telam,TQM,,,,,,
Tellicherry,TLY,Kerala,,,,,
Tenali Junction,TEL,Andhra Pradesh,,,,,
Theni,TENI,Tamil Nadu,,,,,
Tenkasi,TSI,Tamil Nadu,,,,,
Tenmalai,TML,Tamil Nadu,,,,,
Tetelia,TTLA,Assam,NFR/Northeast Frontier,57 m,[195],,
Tetulmari,TET,,,,,,
Tezpore,TZTB,Assam,,,,,
Thakurkuchi,TKC,Assam,NFR/Northeast Frontier,80 m,[196],,
Thakurli,,Maharashtra,CR/Central,,,,
Than Junction,THAN,Gujarat,,,,,
Thana Bihpur Junction,THB,Bihar,,,,,
Thandla Rd,THDR,Madhya Pradesh,,,,,
Thane,TNA,Maharashtra,CR/Central/Trans-Harbour,,,,
Thanjavur Junction,TJ,Tamil Nadu,SR/Southern Railway,62 m,,,
Thathana Mithri,THMR,,,,,,
Thawe Junction,THE,Maharashtra,,,,,
Thekeraguri,TGE,Assam,NFR/Northeast Frontier,64 m,[197],,
Therubali,THV,Odisha,,,,,
Thrissur,TCR,Kerala,,,,,
Trivandrum Central,TVC,Kerala,,,[198],,
Thirumullaivoyal,TMVL,Tamil Nadu,SR/Southern,21.73 m,,,
Thiruninravur,TI,Tamil Nadu,SR/Southern,37 m,,,
Thiruvananthapuram Pettah,TVP,Kerala,,,[199],,
Thiruvarur Junction,TVR,Tamil Nadu,,,,,
Tiruvallur,TRL,Tamil Nadu,SR/Southern,47.46 m,,,
Thivim,THVM,Goa,,,,,
Thokur,TOK,Karnataka,,,,,
"Thuria, India",THUR,,,,,,
Tibi,TIBI,Rajasthan,,,,,
Tihu,TIHU,Assam,NFR/Northeast Frontier,46 m,[200],,
Tikaria,TKYR,,,,,,
Tikekarwadi,TKKD,,,,,,
Tikunia,TQN,,,,,,
Tilak Bridge,TKJ,Delhi,,,,,
Tilak Nagar,,Maharashtra,Harbour (CR),,,,
Tilaru,TIU,Andhra Pradesh,,,,,
Tilaiya,TIA,Bihar,,,,,
Tilda,TLD,Chhattisgarh,,,,,
Tilhar,TLH,,,,,,
Tilrath,TIL,,,,,,
Tilwara,TWL,,,,,,
Timarni,TBN,Madhya Pradesh,,,,,
Timba Road,TBA,,,,,,
Timmapur,TMX,Andhra Pradesh,,,,,
Tinai Ghat,TGT,,,,,,
Tindivanam,TMV,Tamil Nadu,,,,,
Tinpahar Junction,TPH,Jharkhand,,,,,
Tinsukia Junction,TSK,Assam,,,,,
Tipkai,TPK,Assam,NFR/Northeast Frontier,43 m,[201],,
Tipling,TPG,,,,,,
Tiptur,TTR,,,,,,
Tiruchirapalli Fort,TP,Tamil Nadu,,,,,
Tirodi,TRDI,Madhya Pradesh,,,,,
Tirora,TRO,Maharashtra,,,,,
Tiruchirapalli Junction,TPJ,Tamil Nadu,SR/Southern Railway,85 m,[202],,
Tiruchendur,TCN,Tamil Nadu,SR/Southern Railway,5m,[203],,
Tiruchirapalli Palakkarai,TPE,Tamil Nadu,,,,,
Tirukoilur,TRK,Tamil Nadu,,,,,
Tirumangalam,TMQ,Tamil Nadu,,,,,
Tirunagesvaram,TRM,Tamil Nadu,,,,,
Tirunelveli Junction,TEN,Tamil Nadu,SR/Southern Railway,45m,[204],,
Tirupadripuliyur,TDPR,Tamil Nadu,,,,,
Tirupati,TPTY,Andhra Pradesh,,,,,
Tirupattur Junction,TPT,Tamil Nadu,,,,,
Tiruppappuliyur,CUD,Tamil Nadu,,,,,
Tiruppur,TUP,Tamil Nadu,,,,,
Tirur,TIR,Kerala,SR/Southern Railway,,,,
Tiruttani,TRT,Tamil Nadu,,,,,
Tiruttangal,TTL,Tamil Nadu,SR/Southern,90 m,[205],,
Tiruturaipundi Junction,TTP,Tamil Nadu,,,,,
Tiruvalla,TRVL,Kerala,,,,,
Tiruvannamalai Town railway station,TNM,Tamil Nadu,,,,,
Tiruverumbur,TRB,Tamil Nadu,,,,,
Tiruvidaimarudur,TDR,Tamil Nadu,,,,,
Tiruvottiyur,TVT,Tamil Nadu,SR/Southern,7 m,,,
Tisi,TISI,Maharashtra,,,,,
Tisua,TSA,Uttar Pradesh,,,,,
Titabar,TTB,Assam,,,,,
Titagarh,TGH,West Bengal,,,,,
Titlagarh Junction,TIG,Odisha,ECoR/East Coast,,,,
Titwala,TL,Maharashtra,CR/Central,,,,
Tivari,TIW,Rajasthan,,,,,
Todarpur,TDP,Uttar Pradesh,,,,,
Tohana,TUN,Haryana,,,,,
Toranagallu,TNGL,Andhra Pradesh,,,,,
Tori,TORI,Jharkhand,,,,,
Trichur,TCR,Kerala,,,,,
Trikarpur,TKQ,Kerala,,,,,
Trilochan Mahdo,TLMD,Uttar Pradesh,,,,,
Tripunittura,TRTR,Kerala,,,,,
Tondiarpet,TNP,Tamil Nadu,SR/Southern,5 m,,,
Tsunduru,TSR,Andhra Pradesh,,,,,
Tughlakabad,TKD,Delhi,,,,,
Tukaithad,TTZ,Maharashtra,,,,,
Tulsipur,TLR,Hiamchal Pradesh,,,,,
Tulwara Jhil,TLI,Rajasthan,,,,,
Tumkur,TK,Karnataka,,,,,
Tumsar Road,TMR,Maharashtra,,,,,
Tundla Junction,TDL,Uttar Pradesh,,,,,
Tuni,TUNI,Andhra Pradesh,,,,,
Turbhe,TUH,Maharashtra,Trans-Harbour (CR),,,,
Turtipar,TTI,Uttar Pradesh,,,,,
Tuti Melur,TME,Tamil Nadu,,,,,
Tuticorin,TN,Tamil Nadu,,,,,
Tuwa,TUWA,Gujarath,,,,,
Twining Ganj,TWG,Bihar,,,,,
Tyada,TXD,Andhra Pradesh,,,,,
,,,,,,,
U[edit],,,,,,,
,,,,,,,
Station Name,Station Code,State,Railway Zone,Elevation,Map,,
Uchana,UCA,Haryana,,,,,
Udhampur,UDH,Jammu & Kashmir,,,,,
Udaipur City,UDZ,Rajasthan,,,,,
Udalguri,ULG,Assam,,,,,
Udalkachar,UKR,Madhya Pradesh,,,,,
Udasar,UDS,Rajasthan,,,,,
Udgir,UDGR,Maharashtra,,,,,
Udhna Junction,UDN,Gujarat,,,,,
Udramsar,UMS,Rajasthan,,,,,
Udupi,UD,Karnataka,Konkan Railway,,,,
Udvada,UVD,Gujarat,,,,,
Ugar Khurd,UGR,Karnataka,,,,,
Ugrasenpur,URPR,,,,,,
Ugwe,UGWE,Uttar Pradesh,,,,,
Ujhani,UJH,Uttar Pradesh,,,,,
Ujiarpur,UJP,Bihar,,,,,
Ujjain Junction,UJN,Madhya Pradesh,,,,,
Ukai Songadh,USD,Gujarat,,,,,
Ukshi,UKC,Maharashtra,,,,,
Ulavapadu,UPD,Andhra Pradesh,,,,,
Ulhasnagar,ULNR,Maharashtra,CR/Central,,,,
Ullal,ULL,Karnataka,,,,,
Umar Tali,UTA,Uttar Pradesh,,,,,
Umaria,UMR,Madhya Pradesh,,,,,
Umbargam Road,UBR,Gujarat,,,,,
Umed,UMED,Maharashtra,,,,,
Umra,UMRA,Rajasthan,,,,,
Umreth,UMH,Gujarat,,,,,
Umri Maharashtra,UMRI,Maharashtra,,,,,
Umroli,UOI,Maharashtra,WR/Western,,,,
Una,UNA,Gujarat,,,,,
Una Himachal,UHL,Himachal Pradesh,,,,,
Unai Vansada Rd,UNI,Gujarat,,,,,
Unchahar Junction,UCR,Uttar Pradesh,,,,,
Unchaulia,UCH,Uttar Pradesh,,,,,
Unchdih,UND,Uttar Pradesh,,,,,
Unchhera,UHR,Madhya Pradesh,,,,,
Unchi Bassi,UCB,Punjab,,,,,
Undasa Madhawpu,UDM,Madhya Pradesh,,,,,
Unhel,UNL,Madhya Pradesh,,,,,
Unjalur,URL,Tamil Nadu,,,,,
Unjha,UJA,Gujarat,,,,,
Unkal,UNK,Uttar Pradesh,,,,,
